7.9339740098e-03 4.5455006513e-03 129 128 1 33 31 -1
3.9425929782e-02 4.5455006513e-03 127 126 3 37 32 -1
2.3679951896e-02 4.5455006513e-03 128 127 2 32 33 -1
7.0918877801e-02 4.5455006513e-03 125 124 5 36 34 -1
1.0241083357e-01 4.5455006513e-03 123 122 7 45 35 -1
8.6664855688e-02 4.5455006513e-03 124 123 6 35 36 -1
5.5172403792e-02 4.5452141969e-03 126 125 4 34 37 -1
1.3390278935e-01 4.5455006513e-03 121 120 9 40 38 -1
1.6539524124e-01 4.5452141969e-03 119 118 11 44 39 -1
1.4964876723e-01 4.5455006513e-03 120 119 10 39 40 -1
1.9688769314e-01 4.5455006513e-03 117 116 13 43 41 -1
2.2837964891e-01 4.5455006513e-03 115 114 15 62 42 -1
2.1263367102e-01 4.5455006513e-03 116 115 14 42 43 -1
1.8114171525e-01 4.5455006513e-03 118 117 12 41 44 -1
1.1815681146e-01 4.5455006513e-03 122 121 8 38 45 -1
2.5987160468e-01 4.5455006513e-03 113 112 17 48 46 -1
2.9136455270e-01 4.5455006513e-03 111 110 19 52 47 -1
2.7561807869e-01 4.5452141969e-03 112 111 18 47 48 -1
3.2285650847e-01 4.5455006513e-03 109 108 21 51 49 -1
3.5434846424e-01 4.5455006513e-03 107 106 23 61 50 -1
3.3860248636e-01 4.5455006513e-03 108 107 22 50 51 -1
3.0711053059e-01 4.5455006513e-03 110 109 20 49 52 -1
3.8584091614e-01 4.5452141969e-03 105 104 25 55 53 -1
4.1733336804e-01 4.5455006513e-03 103 102 27 60 54 -1
4.0158739015e-01 4.5455006513e-03 104 103 26 54 55 -1
4.4882532381e-01 4.5455006513e-03 101 100 29 59 56 -1
4.8031727958e-01 4.5455006513e-03 99 98 31 58 57 -1
4.6457130169e-01 4.5455006513e-03 100 99 30 57 59 -1
4.3307934592e-01 4.5455006513e-03 102 101 28 56 60 -1
3.7009444213e-01 4.5455006513e-03 106 105 24 53 61 -1
2.4412562680e-01 4.5455006513e-03 114 113 16 46 62 -1
6.0985066826e-05 9.0912451949e-03 1 0 129 -1 0 -1
3.1553436963e-02 9.0909587405e-03 3 2 127 2 1 -1
1.5807459077e-02 9.0909587405e-03 1 128 2 2 -1 0
6.3045392735e-02 9.0909587405e-03 5 4 125 6 3 -1
9.4537348507e-02 9.0909587405e-03 7 6 123 5 4 -1
7.8791370621e-02 9.0909587405e-03 5 124 6 5 -1 3
4.7299414849e-02 9.0909587405e-03 3 126 4 6 -1 1
1.2603029653e-01 9.0909587405e-03 9 8 121 14 7 -1
1.5752225230e-01 9.0909587405e-03 11 10 119 9 8 -1
1.4177627441e-01 9.0909587405e-03 9 120 10 9 -1 7
1.8901420807e-01 9.0909587405e-03 13 12 117 13 10 -1
2.2050665997e-01 9.0912451949e-03 15 14 115 12 11 -1
2.0476018596e-01 9.0909587405e-03 13 116 14 12 -1 10
1.7326823018e-01 9.0909587405e-03 11 118 12 13 -1 8
1.1028382252e-01 9.0912451949e-03 7 122 8 14 -1 4
2.5199911186e-01 9.0909587405e-03 17 16 113 30 15 -1
2.8349106763e-01 9.0909587405e-03 19 18 111 17 16 -1
2.6774508975e-01 9.0909587405e-03 17 112 18 17 -1 15
3.1498302341e-01 9.0909587405e-03 21 20 109 21 18 -1
3.4647597143e-01 9.0909587405e-03 23 22 107 20 19 -1
3.3072949742e-01 9.0912451949e-03 21 108 22 20 -1 18
2.9923704552e-01 9.0909587405e-03 19 110 20 21 -1 16
3.7796792720e-01 9.0909587405e-03 25 24 105 29 22 -1
4.0945988297e-01 9.0909587405e-03 27 26 103 24 23 -1
3.9371390508e-01 9.0909587405e-03 25 104 26 24 -1 22
4.4095233487e-01 9.0912451949e-03 29 28 101 28 25 -1
4.7244478676e-01 9.0909587405e-03 31 30 99 27 26 -1
4.8819076465e-01 9.0909587405e-03 32 31 98 26 63 -1
4.5669880888e-01 9.0909587405e-03 29 100 30 27 -1 25
4.2520586086e-01 9.0909587405e-03 27 102 28 28 -1 23
3.6222194931e-01 9.0909587405e-03 23 106 24 29 -1 19
2.3625313398e-01 9.0909587405e-03 15 114 16 30 -1 11
4.9606325747e-01 4.5455006513e-03 98 97 32 127 58 -1
5.1180973148e-01 4.5452141969e-03 97 96 33 95 127 -1
5.4330218337e-01 4.5455006513e-03 95 94 35 96 97 -1
5.2755620549e-01 4.5455006513e-03 96 95 34 97 95 -1
5.7479413914e-01 4.5455006513e-03 93 92 37 98 101 -1
6.0628609492e-01 4.5455006513e-03 91 90 39 99 100 -1
5.9054011703e-01 4.5455006513e-03 92 91 38 100 98 -1
5.5904816126e-01 4.5455006513e-03 94 93 36 101 96 -1
6.3777904294e-01 4.5455006513e-03 89 88 41 102 109 -1
6.6927099871e-01 4.5455006513e-03 87 86 43 103 104 -1
6.5352502082e-01 4.5455006513e-03 88 87 42 104 102 -1
7.0076295448e-01 4.5455006513e-03 85 84 45 105 108 -1
7.3225540638e-01 4.5452141969e-03 83 82 47 106 107 -1
7.1650893237e-01 4.5455006513e-03 84 83 46 107 105 -1
6.8501697659e-01 4.5455006513e-03 86 85 44 108 103 -1
6.2203256893e-01 4.5452141969e-03 90 89 40 109 99 -1
7.6374785827e-01 4.5455006513e-03 81 80 49 110 117 -1
7.9523981404e-01 4.5455006513e-03 79 78 51 111 112 -1
7.7949383616e-01 4.5455006513e-03 80 79 50 112 110 -1
8.2673176982e-01 4.5455006513e-03 77 76 53 113 114 -1
8.5822471784e-01 4.5455006513e-03 75 74 55 116 115 -1
8.4247824383e-01 4.5452141969e-03 76 75 54 115 113 -1
8.1098579193e-01 4.5455006513e-03 78 77 52 114 111 -1
8.8971667361e-01 4.5455006513e-03 73 72 57 120 118 -1
9.2120862938e-01 4.5455006513e-03 71 70 59 125 119 -1
9.0546265149e-01 4.5455006513e-03 72 71 58 119 120 -1
9.5270108128e-01 4.5452141969e-03 69 68 61 124 121 -1
9.8419353317e-01 4.5455006513e-03 67 66 63 123 122 -1
9.6844755528e-01 4.5455006513e-03 68 67 62 122 124 -1
9.3695460727e-01 4.5455006513e-03 70 69 60 121 125 -1
8.7397069572e-01 4.5455006513e-03 74 73 56 118 116 -1
7.4800188039e-01 4.5455006513e-03 82 81 48 117 106 -1
5.1968272042e-01 9.0909587405e-03 33 96 34 66 -1 64
5.5117467619e-01 9.0909587405e-03 35 94 36 70 -1 65
5.3542869831e-01 9.0909587405e-03 95 35 34 -1 66 65
5.8266762421e-01 9.0909587405e-03 37 92 38 69 -1 67
6.1415957998e-01 9.0909587405e-03 39 90 40 78 -1 68
5.9841360210e-01 9.0909587405e-03 91 39 38 -1 69 68
5.6692115020e-01 9.0912451949e-03 93 37 36 -1 70 67
6.4565153576e-01 9.0909587405e-03 41 88 42 73 -1 71
6.7714398765e-01 9.0912451949e-03 43 86 44 77 -1 72
6.6139751364e-01 9.0909587405e-03 87 43 42 -1 73 72
7.0863643955e-01 9.0909587405e-03 45 84 46 76 -1 74
7.4012839532e-01 9.0909587405e-03 47 82 48 94 -1 75
7.2438241743e-01 9.0909587405e-03 83 47 46 -1 76 75
6.9289046166e-01 9.0909587405e-03 85 45 44 -1 77 74
6.2990555787e-01 9.0909587405e-03 89 41 40 -1 78 71
7.7162035109e-01 9.0909587405e-03 49 80 50 81 -1 79
8.0311329911e-01 9.0909587405e-03 51 78 52 85 -1 80
7.8736682510e-01 9.0912451949e-03 79 51 50 -1 81 80
8.3460525488e-01 9.0909587405e-03 76 54 53 -1 82 84
8.1885927700e-01 9.0909587405e-03 53 52 77 85 82 -1
8.5035123277e-01 9.0909587405e-03 54 75 55 83 -1 84
8.6609721065e-01 9.0909587405e-03 56 55 74 83 93 -1
7.5587437320e-01 9.0909587405e-03 48 81 49 79 -1 94
8.8184318854e-01 9.0909587405e-03 56 73 57 86 -1 93
9.1333613656e-01 9.0909587405e-03 58 71 59 87 -1 88
8.9758966255e-01 9.0912451949e-03 72 58 57 -1 86 88
9.4482809233e-01 9.0909587405e-03 60 69 61 89 -1 92
9.7632004810e-01 9.0909587405e-03 62 67 63 90 -1 91
9.9206602599e-01 9.0909587405e-03 63 66 64 126 -1 90
9.6057407022e-01 9.0909587405e-03 68 62 61 -1 89 91
