      -7882.5508       6677.2349       0
     -11035.9844       5027.7925       0
     -15045.9307       8382.5723       0
     -18558.8750       5668.5000       0
     -11323.5000     -10174.0000       0
      -7489.8750     -11516.5000       0
      -3805.0081      -7048.2188       0
      -1736.2825       1245.4633       0
        883.9551       1686.4290       0
       2227.3020       1874.5684       0
       2294.7703       1613.2987       0
       4120.4727      -8263.0332       0
        762.8761        254.0187       0
        854.2583       -102.1536       0
         97.0325          1.2701       0
         37.0713         46.2410       0
         88.0671        -73.1433       0
         19.1406       -102.5857       0
        -40.8206        -57.6148       0
        -31.8552         16.7985       0
          8.9097        536.2145       0
        725.6620        814.8528       0
        485.6738       -197.3018       0
        154.0230       -584.2850       0
        110.6057      -1094.0967       0
       -724.7274       -804.2844       0
       -340.4990       -222.2010       0
       -150.5380        -46.0500       0
       -121.3854          6.3542       0
       -190.5660         32.6380       0
       -361.3698         55.9948       0
       -490.5900      -2776.6941       0
       -447.3478      -4658.2910       0
       -971.7310      -2081.2329       0
       -679.8740       -120.2150       0
     -16707.7012      20078.6680       0
      -8114.4546      -1200.5204       0
      -7552.4370       -425.9988       0
       3201.6152       1826.6936       0
       3097.2952       1623.2573       0
       1921.9432        -92.9522       0
       3167.6506      -8306.5859       0
       1793.4974       -322.4597       0
       3414.4487      -9250.4990       0
       3966.1560      -8178.4004       0
      10464.6816     -15477.9531       0
      10205.7930     -15538.1807       0
       -201.0853        -86.6448       0
       -247.3935       -131.9763       0
       -293.4645       -177.5788       0
         92.9962      -1178.4198       0
         77.3977      -1264.0133       0
         63.4579      -1350.7753       0
         42.4246      -1436.8475       0
         -5.7628      -1511.5985       0
        -78.0846      -1565.5858       0
       -163.4604      -1597.1949       0
       -255.4501      -1600.6378       0
       -347.9028      -1588.3047       0
       -441.4787      -1588.5566       0
       -481.7366      -1666.1505       0
       -485.3068      -1762.0028       0
       -441.0127      -1843.4255       0
       -347.5911      -1870.6338       0
       -341.4457      -1961.4720       0
       -437.3568      -1980.9763       0
       -506.4314      -2045.2112       0
       -508.7619      -2147.1729       0
       -489.9545      -2248.0583       0
       -474.7568      -2350.3940       0
