101 100 1 0 -1 
100 1 0 0 25 
1 101 0 0 24 
100 99 1 1 -1 
99 2 0 1 28 
2 100 0 1 25 
98 97 1 2 -1 
97 4 0 2 27 
4 98 0 2 26 
97 96 1 3 -1 
96 5 0 3 35 
5 97 0 3 27 
99 98 1 4 -1 
98 3 0 4 26 
3 99 0 4 28 
95 94 1 5 -1 
94 7 0 5 30 
7 95 0 5 29 
94 93 1 6 -1 
93 8 0 6 34 
8 94 0 6 30 
92 91 1 7 -1 
91 10 0 7 33 
10 92 0 7 31 
91 90 1 8 -1 
90 11 0 8 32 
11 91 0 8 33 
93 92 1 9 -1 
92 9 0 9 31 
9 93 0 9 34 
96 95 1 10 -1 
95 6 0 10 29 
6 96 0 10 35 
89 88 1 11 -1 
88 13 0 11 36 
13 89 0 11 48 
88 87 1 12 -1 
87 14 0 12 37 
14 88 0 12 36 
86 85 1 13 -1 
85 16 0 13 38 
16 86 0 13 40 
85 84 1 14 -1 
84 17 0 14 39 
17 85 0 14 38 
87 86 1 15 -1 
86 15 0 15 40 
15 87 0 15 37 
83 82 1 16 -1 
82 19 0 16 41 
19 83 0 16 47 
82 81 1 17 -1 
81 20 0 17 42 
20 82 0 17 41 
80 79 1 18 -1 
79 22 0 18 43 
22 80 0 18 46 
78 77 1 19 -1 
77 24 0 19 44 
24 78 0 19 45 
79 78 1 20 -1 
78 23 0 20 45 
23 79 0 20 43 
81 80 1 21 -1 
80 21 0 21 46 
21 81 0 21 42 
84 83 1 22 -1 
83 18 0 22 47 
18 84 0 22 39 
90 89 1 23 -1 
89 12 0 23 48 
12 90 0 23 32 
1 0 1 24 -1 
0 101 2 24 -1 
2 1 1 25 -1 
4 3 1 26 -1 
5 4 1 27 -1 
3 2 1 28 -1 
7 6 1 29 -1 
8 7 1 30 -1 
10 9 1 31 -1 
12 11 1 32 -1 
11 10 1 33 -1 
9 8 1 34 -1 
6 5 1 35 -1 
14 13 1 36 -1 
15 14 1 37 -1 
17 16 1 38 -1 
18 17 1 39 -1 
16 15 1 40 -1 
20 19 1 41 -1 
21 20 1 42 -1 
23 22 1 43 -1 
25 24 1 44 -1 
77 25 0 44 49 
24 23 1 45 -1 
22 21 1 46 -1 
19 18 1 47 -1 
13 12 1 48 -1 
77 76 1 49 -1 
76 25 0 49 99 
76 75 1 50 -1 
75 26 0 50 74 
26 76 0 50 99 
75 74 1 51 -1 
74 27 0 51 75 
27 75 0 51 74 
73 72 1 52 -1 
72 29 0 52 76 
29 73 0 52 78 
72 71 1 53 -1 
71 30 0 53 77 
30 72 0 53 76 
74 73 1 54 -1 
73 28 0 54 78 
28 74 0 54 75 
70 69 1 55 -1 
69 32 0 55 79 
32 70 0 55 85 
69 68 1 56 -1 
68 33 0 56 80 
33 69 0 56 79 
67 66 1 57 -1 
66 35 0 57 81 
35 67 0 57 84 
66 65 1 58 -1 
65 36 0 58 83 
36 66 0 58 81 
68 67 1 59 -1 
67 34 0 59 84 
34 68 0 59 80 
71 70 1 60 -1 
70 31 0 60 85 
31 71 0 60 77 
64 63 1 61 -1 
63 38 0 61 91 
38 64 0 61 82 
63 62 1 62 -1 
62 39 0 62 86 
39 63 0 62 91 
61 60 1 63 -1 
60 41 0 63 89 
41 61 0 63 87 
60 59 1 64 -1 
59 42 0 64 88 
42 60 0 64 89 
62 61 1 65 -1 
61 40 0 65 87 
40 62 0 65 86 
58 57 1 66 -1 
57 44 0 66 92 
44 58 0 66 90 
57 56 1 67 -1 
56 45 0 67 93 
45 57 0 67 92 
55 54 1 68 -1 
54 47 0 68 94 
47 55 0 68 97 
53 52 1 69 -1 
52 49 0 69 95 
49 53 0 69 96 
54 53 1 70 -1 
53 48 0 70 96 
48 54 0 70 94 
56 55 1 71 -1 
55 46 0 71 97 
46 56 0 71 93 
59 58 1 72 -1 
58 43 0 72 90 
43 59 0 72 88 
65 64 1 73 -1 
64 37 0 73 82 
37 65 0 73 83 
27 26 1 74 -1 
28 27 1 75 -1 
30 29 1 76 -1 
31 30 1 77 -1 
29 28 1 78 -1 
33 32 1 79 -1 
34 33 1 80 -1 
36 35 1 81 -1 
38 37 1 82 -1 
37 36 1 83 -1 
35 34 1 84 -1 
32 31 1 85 -1 
40 39 1 86 -1 
41 40 1 87 -1 
43 42 1 88 -1 
42 41 1 89 -1 
44 43 1 90 -1 
39 38 1 91 -1 
45 44 1 92 -1 
46 45 1 93 -1 
48 47 1 94 -1 
52 50 0 95 98 
50 49 1 95 -1 
49 48 1 96 -1 
47 46 1 97 -1 
52 51 1 98 -1 
51 50 1 98 -1 
26 25 1 99 -1 
