80223.346909 148.048963  0
33362.104920 24665.670924  0
30378.639042 211.752042  0
50813.078342 24399.742722  0
80561.358314 24513.508923  0
80466.634437 1488.868103  0
79230.343851 240.454511  0
80416.952971 2489.993846  0
80425.748157 3491.119590  0
80139.226947 3992.441944  0
80142.111278 4995.170785  0
80141.342636 5994.375824  0
80140.437942 6994.428140  0
80140.090929 7995.418798  0
80429.349531 8496.748308  0
80429.512583 9497.874051  0
80429.839079 10498.999795  0
70250.093932 24713.634542  0
80430.267873 11500.125539  0
80430.779662 12501.251282  0
80141.418518 14002.323803  0
80141.893353 15003.023121  0
80142.458894 16003.441873  0
80143.043695 17003.492315  0
80143.546703 18003.087819  0
80435.224362 19509.131487  0
80433.374894 20510.257231  0
80128.163162 22020.906237  0
80142.279638 23016.255943  0
80465.215003 23513.634461  0
79606.038183 24534.592259  0
79577.319009 19002.028806  0
80143.681907 20000.798002  0
77228.913551 24714.031798  0
79570.434072 15003.777863  0
80433.952967 16505.754257  0
74730.708219 24432.344289  0
79564.314865 10999.627716  0
80141.041756 13001.430812  0
72244.037554 24717.605716  0
79563.137920 6993.813110  0
69253.121965 24711.773292  0
68256.149785 24710.081385  0
67259.177417 24708.539706  0
66262.204909 24707.109848  0
65265.232306 24705.755555  0
64268.259642 24704.449309  0
63271.286943 24703.171922  0
62274.314222 24701.911229  0
61277.341489 24700.660043  0
60280.368750 24699.413554  0
59283.396010 24698.168753  0
58286.423269 24696.923998  0
57289.450530 24695.678497  0
56292.477791 24694.432234  0
55797.880784 24405.998126  0
54800.927213 24404.747012  0
53803.965944 24403.494670  0
52304.586847 24689.437677  0
48819.082581 24397.244869  0
48316.695913 24684.435674  0
47822.122040 24395.990909  0
47319.723180 24683.184981  0
46322.750447 24681.934398  0
45325.777713 24680.683764  0
44328.804980 24679.432815  0
43331.832248 24678.181512  0
42334.859516 24676.930453  0
41337.886783 24675.679387  0
40340.914050 24674.428300  0
39343.941317 24673.177494  0
38346.968585 24671.926363  0
40844.007255 23811.783062  0
37349.995852 24670.675173  0
36855.358079 24382.228722  0
35858.378643 24380.972973  0
29876.486016 24373.471221  0
28384.693575 209.251126  0
29374.213990 24660.665966  0
26885.494834 495.184931  0
-869.056440 383.926974  0
-873.055221 24409.693539  0
1458.997700 24609.515404  0
28377.241258 24659.414187  0
27380.268527 24658.162401  0
25888.562365 24368.462953  0
24891.581299 24367.207408  0
24389.350340 24654.399976  0
23392.377615 24653.142898  0
22395.404892 24651.883088  0
21398.432176 24650.619372  0
20401.459465 24649.350891  0
19404.486762 24648.077019  0
18407.514064 24646.797636  0
17410.541373 24645.513350  0
16413.568686 24644.226321  0
15416.595998 24642.939504  0
14419.623304 24641.657346  0
13422.650595 24640.387072  0
15918.931182 23780.063491  0
12425.677857 24639.140293  0
11428.705062 24637.938610  0
9932.516452 24348.158475  0
8934.632280 24347.113967  0
7937.007711 24346.241192  0
6939.939775 24345.565247  0
7937.182822 23772.946745  0
5446.864913 24633.422773  0
-436.357010 21920.343889  0
-531.039020 24749.230285  0
461.964360 24656.567930  0
-774.530569 23408.567795  0
402.644906 23478.638310  0
1955.871160 23740.734070  0
6939.997170 23773.487993  0
-739.280816 20405.190564  0
-449.929021 19900.875007  0
12429.414893 23487.245050  0
10431.732168 24636.815795  0
-447.796895 16901.152708  0
11928.256579 24350.590596  0
-737.223801 14398.436102  0
-737.652293 13397.310359  0
-738.188789 12396.184616  0
-449.013174 10895.109897  0
-449.510308 9894.414998  0
-450.100440 8893.999845  0
-450.710335 7893.952011  0
-451.228065 6894.348247  0
-742.924309 5388.304410  0
-741.085729 4387.178667  0
-435.866438 2876.507583  0
-449.981222 1881.162078  0
-772.917647 1383.801436  0
 86.256074 362.839868  0
-447.396062 3893.670623  0
115.659302 6893.894720  0
-451.622037 5895.368431  0
3460.376291 177.149507  0
411.371448 9394.886827  0
-740.574694 9392.807385  0
129.757521 14898.776801  0
6951.316236 468.019990  0
7448.270136 179.831460  0
-448.048317 13897.968977  0
9442.213738 183.818650  0
10439.185698 185.686291  0
11436.157877 187.378877  0
12433.130249 188.916867  0
17912.550494 24358.354099  0
18909.643917 24359.635175  0
19906.692591 24360.911580  0
23895.334240 23790.466821  0
25889.286890 23792.995736  0
24891.619178 492.692118  0
19411.938944 198.020901  0
20408.911683 199.266569  0
15911.533752 2207.806406  0
30380.149022 23510.824882  0
27882.546736 24370.975915  0
23894.662528 491.442169  0
28879.509994 24372.216892  0
29381.666308 210.501921  0
34861.385502 24379.718578  0
31870.456599 501.454379  0
32372.584507 214.254689  0
32867.438446 502.703195  0
33369.557240 215.505591  0
30369.894329 1362.859662  0
34366.529973 216.756535  0
43834.972198 23815.543249  0
45335.044715 23529.608575  0
41840.270698 24388.479942  0
38354.420905 221.760603  0
39351.393637 223.011822  0
46825.883809 23819.281038  0
45828.207514 24393.492728  0
46825.162121 24394.743795  0
43339.284568 228.015779  0
44336.257301 229.266601  0
45333.230034 230.517410  0
46330.202767 231.768481  0
44327.857131 1380.366472  0
49816.076214 24398.473163  0
52807.720171 23826.783383  0
53301.559582 24690.687331  0
57792.463323 23832.986617  0
61285.638971 23549.626379  0
57791.746052 24408.500696  0
60289.644584 22972.730292  0
59785.559928 24411.009874  0
60782.424814 24412.265852  0
61779.256534 24413.524730  0
62282.264120 23550.860623  0
67760.522575 23846.564170  0
69258.956868 22987.757983  0
64770.890813 1118.392335  0
62281.766403 251.856101  0
67759.550423 24421.294074  0
73736.939373 23862.088688  0
65272.684546 255.653381  0
66269.657286 256.899261  0
80140.102875 8996.725750  0
80429.501773 7495.622564  0
69759.794953 549.090721  0
70757.645043 550.075539  0
71755.234010 550.863259  0
80431.321434 4492.245333  0
74245.444037 263.010372  0
76734.050892 558.561319  0
77735.957629 1154.845730  0
77745.626056 571.580811  0
29876.446955 498.938242  0
31375.611774 213.003737  0
31870.462713 24375.976585  0
30371.186723 24661.917311  0
49313.668647 24685.686138  0
47327.175500 233.019597  0
80128.620675 2975.996262  0
75242.417320 263.823315  0
80565.339428 487.742359  0
80143.181719 1981.574489  0
72752.239953 551.448465  0
78781.780827 1223.915866  0
78255.101346 2055.219559  0
80431.397602 5493.371077  0
79266.617540 3496.805340  0
80430.213416 6494.496821  0
68263.602920 259.266292  0
79569.546790 3997.197943  0
67266.630065 258.113101  0
79283.148768 4502.114419  0
79279.728726 5494.969403  0
80140.254996 9998.029775  0
80140.472334 10999.257955  0
71247.065732 24715.628646  0
79562.617591 8996.866575  0
80140.734629 12000.395946  0
72741.061431 24429.432571  0
79273.210866 8494.577514  0
79566.879653 13001.950211  0
80431.384464 13502.377025  0
80432.128372 14503.502769  0
73736.198966 24430.979346  0
79565.539557 12000.836415  0
80433.011820 15504.628513  0
75725.084584 24433.061408  0
79277.671898 13501.659147  0
80434.773241 17506.880000  0
76231.931431 24720.262648  0
79283.422879 16502.044765  0
80435.271472 18508.005743  0
79281.196452 15502.580434  0
80143.933022 19002.050487  0
77736.869868 24419.690135  0
79285.445458 17500.664946  0
80139.693462 21003.741407  0
78727.835746 24434.960573  0
79288.038469 19493.621713  0
80426.200001 21511.382975  0
79577.090150 19999.262719  0
80416.367572 22512.508718  0
79710.792506 24000.760722  0
79285.526862 23576.156093  0
79482.079420 23063.894582  0
79222.810368 24755.306901  0
79266.805857 21492.809157  0
78225.898846 24705.270906  0
78777.020315 23769.203450  0
76723.815156 24430.087081  0
78301.548481 23478.326621  0
75234.955835 24721.292846  0
77211.928599 23555.450239  0
74237.982408 24720.595331  0
76718.066613 23857.884394  0
73241.009702 24719.323127  0
75723.872823 23862.299418  0
71745.410461 24427.709552  0
74230.524038 23574.803853  0
70749.311204 24425.949976  0
78717.166901 17501.956555  0
69752.880522 24424.278959  0
68756.254490 24422.729407  0
64275.711826 254.392077  0
63278.739114 253.124625  0
68260.826074 23559.632999  0
70253.536462 23564.401396  0
66762.844727 24419.938296  0
65766.162692 24418.629493  0
61284.793690 250.589022  0
64769.491422 24417.342204  0
60287.820975 249.324371  0
63772.796874 24416.062018  0
59290.848256 248.062324  0
62776.051122 24414.787296  0
58293.875534 246.802676  0
57296.902809 245.545081  0
65766.973651 23843.174093  0
56299.930082 244.289163  0
63279.566578 22976.369205  0
55302.957354 243.034578  0
64770.260872 23841.747593  0
58788.665504 24409.754392  0
54305.984624 241.781027  0
53309.011894 240.528262  0
61779.978533 23837.901276  0
56794.818625 24407.254072  0
52312.039162 239.276079  0
59786.276501 23835.442270  0
51315.066430 238.024321  0
54298.532317 24691.936445  0
55295.505053 24693.184779  0
60793.884361 22110.003841  0
56795.536526 23831.747740  0
57298.439777 23544.605273  0
50318.093698 236.772865  0
51810.039416 24400.998207  0
52806.999241 24402.243979  0
54801.646978 23829.272804  0
49321.120965 235.521626  0
50310.641379 24686.937498  0
51307.614113 24688.187837  0
51316.871606 23537.105216  0
48324.148233 234.270549  0
42342.311836 226.764877  0
51810.760460 23825.531594  0
41345.339103 225.513897  0
49816.798804 23823.054585  0
44831.240732 24392.235422  0
40348.366370 224.262913  0
43341.003102 23527.060807  0
43834.249746 24390.976806  0
47328.899545 23532.108296  0
42837.255601 24389.731057  0
37357.448172 220.509460  0
42333.929086 1377.873786  0
40843.285037 24387.228462  0
36360.475439 219.258444  0
39846.309419 24385.983613  0
35363.502706 218.007481  0
42837.977791 23814.285434  0
38849.331915 24384.725640  0
37852.340314 24383.473246  0
36353.023119 24669.424279  0
40350.004248 23523.342302  0
39353.068378 23522.095068  0
39847.031335 23810.526408  0
33864.400547 24378.475241  0
34359.077654 24666.921874  0
35356.050386 24668.173157  0
40350.725794 22947.891985  0
38356.773660 22945.437588  0
37359.021739 23519.584494  0
33371.063313 23514.597287  0
32365.132188 24664.419931  0
32867.428862 24377.224325  0
35859.100894 23805.528015  0
32868.150960 23801.769088  0
21405.884422 200.512336  0
30873.440556 500.220757  0
31377.091257 23512.083782  0
25888.562573 493.933824  0
26383.295797 24656.909019  0
28879.477019 497.706067  0
26884.774264 1070.668724  0
22897.721997 490.184142  0
-450.867755 22915.141250  0
2455.957419 24621.138368  0
3955.381626 24343.518028  0
-549.444975 23796.919550  0
25385.116331 1356.582242  0
25386.323067 24655.655255  0
27882.469289 496.458094  0
23894.606857 24365.960498  0
22897.649363 24364.709318  0
18414.966206 196.774318  0
21900.687800 24363.447650  0
17417.993472 195.523868  0
20903.704346 24362.182069  0
16421.020749 194.265144  0
15424.048045 192.991005  0
23401.194833 23502.049548  0
14427.075376 191.689391  0
22898.379098 23789.193900  0
13430.102765 190.340931  0
22404.274978 23500.763450  0
16421.269279 23492.762507  0
16915.399301 24357.064635  0
21407.301492 23499.472974  0
15918.176946 24355.772337  0
19907.434824 23785.342683  0
14920.874985 24354.477496  0
18415.993463 23495.504846  0
13923.470340 24353.175896  0
12925.935330 24351.876448  0
-736.930190 15399.561846  0
-736.845333 16400.687590  0
15423.665831 23491.402627  0
14921.625339 23778.739787  0
10930.435608 24349.337991  0
-448.206290 17901.868263  0
11430.688955 23485.981075  0
8433.578964 23483.988251  0
9434.759114 24635.821274  0
8437.785839 24635.001808  0
-449.144301 18901.731935  0
10931.046510 23774.005311  0
7440.812316 24634.380864  0
9432.463309 23484.149738  0
6443.838618 24633.899006  0
4949.134708 24344.636592  0
5943.840688 24345.064144  0
7435.534295 23484.374759  0
3957.452351 23773.817487  0
3452.920964 24629.712165  0
4449.891687 24632.564651  0
3468.836143 23486.755776  0
-733.736804 21406.316307  0
1946.342629 24325.490767  0
2957.894577 24338.395996  0
910.005995 23672.201897  0
957.076069 24338.110446  0
2469.411162 23464.799039  0
-724.932452 22407.442051  0
207.031780 22963.345532  0
-447.029463 20903.679022  0
1436.455024 22839.582811  0
-739.280917 19404.064820  0
122.061593 20898.951802  0
-737.981072 18402.939077  0
408.660430 20392.660521  0
-737.125808 17401.813333  0
122.185401 19900.887268  0
-447.741021 15900.116892  0
126.412993 18902.855038  0
-447.852660 14899.030805  0
8445.241947 181.817243  0
416.697384 18402.882596  0
419.357786 16401.555943  0
-448.301931 12896.944575  0
130.339825 15900.043412  0
-448.617283 11895.979197  0
419.093906 15400.256590  0
-738.847313 11395.058872  0
-739.643791 10393.933128  0
5956.122351 466.462330  0
4961.576662 465.088176  0
416.436551 12396.755655  0
-741.566408 8391.681641  0
3967.182853 464.365221  0
124.351871 10894.426960  0
-742.433321 7390.555897  0
413.426084 10395.090247  0
-742.959693 6389.430154  0
2463.394166 183.384451  0
409.054228 8395.402288  0
-451.380926 4896.614923  0
1955.401360 477.734173  0
964.446674 462.466065  0
405.478494 6399.158330  0
114.997663 5895.380331  0
-733.912904 3386.052923  0
115.182551 4898.140956  0
-724.076411 2384.927179  0
-18.494890 896.670259  0
406.750447 1321.254089  0
210.196816 1833.531305  0
469.497333 142.122063  0
425.459774 3404.578758  0
1466.408862 192.152234  0
915.268566 1128.211994  0
2968.449551 467.337231  0
1390.698459 1419.073871  0
4457.351887 176.119291  0
2480.300901 1341.943511  0
5454.325308 176.821482  0
2974.200952 1039.497544  0
6451.298003 178.102635  0
3968.394674 1035.075325  0
7947.031246 469.748016  0
4961.312814 1034.789843  0
8943.196227 471.512719  0
979.442758 8393.615900  0
9939.696650 473.188869  0
6454.622271 1324.255406  0
10936.379569 474.732896  0
7448.525432 1326.892451  0
11933.116576 476.161166  0
8443.450837 1330.070563  0
12929.839195 477.511546  0
17398.743079 3649.074869  0
13926.533295 478.817610  0
5461.386861 1891.676553  0
14923.215169 480.101452  0
9938.446670 1046.234048  0
15919.910552 481.375269  0
11932.147452 1050.926960  0
16916.637670 482.642125  0
12928.967957 1052.725311  0
17913.399017 483.902116  0
19917.856677 22634.116597  0
18910.191973 485.159402  0
14922.449589 1055.703473  0
19907.028029 486.422492  0
16414.338188 1345.259693  0
20903.907652 487.679649  0
18407.376578 1347.802257  0
21900.807590 488.929804  0
20903.190206 1063.223858  0
22402.857161 201.758470  0
24396.802636 204.253556  0
23399.829899 203.005479  0
21397.538997 1351.578503  0
25395.161957 23504.534205  0
21900.089824 1064.459149  0
27883.269457 23795.499515  0
20400.011654 1925.909939  0
25393.775371 205.502254  0
27387.720842 208.000438  0
26390.748107 206.751106  0
26392.917709 22930.378492  0
26885.561736 24369.701714  0
28880.232803 23796.762666  0
28386.115244 23508.323107  0
28878.755005 1073.148999  0
29372.927276 1361.592260  0
30873.476497 24374.710906  0
31368.159455 24663.169007  0
33864.416976 503.954371  0
30874.199312 23799.277027  0
32364.001509 1365.356409  0
34861.395216 505.204958  0
32866.716403 1078.160022  0
35858.373015 506.456041  0
33360.981682 1366.613099  0
36855.352713 507.708005  0
33863.694896 1079.410861  0
37852.338656 508.961704  0
34357.968418 1367.862332  0
38849.331820 510.214458  0
34860.673137 1080.662274  0
39846.322790 511.462840  0
35857.650920 1081.913194  0
