52
-2.000000 3.464102 0
2.000000 3.464102 0
6.000000 3.464102 0
10.000000 3.464102 0
14.000000 3.464102 0
18.000000 3.464102 0
22.000000 3.464102 0
26.000000 3.464102 0
30.000000 3.464102 0
34.000000 3.464102 0
38.000000 3.464102 0
42.000000 3.464102 0
46.000000 3.464102 0
50.000000 3.464102 0
54.000000 3.464102 0
58.000000 3.464102 0
62.000000 3.464102 0
66.000000 3.464102 0
70.000000 3.464102 0
74.000000 3.464102 0
78.000000 3.464102 0
82.000000 3.464102 0
86.000000 3.464102 0
90.000000 3.464102 0
94.000000 3.464102 0
98.000000 3.464102 0
100.000000 0.000000 0
96.000000 0.000000 0
92.000000 0.000000 0
88.000000 0.000000 0
84.000000 0.000000 0
80.000000 0.000000 0
76.000000 0.000000 0
72.000000 0.000000 0
68.000000 0.000000 0
64.000000 0.000000 0
60.000000 0.000000 0
56.000000 0.000000 0
52.000000 0.000000 0
48.000000 0.000000 0
44.000000 0.000000 0
40.000000 0.000000 0
36.000000 0.000000 0
32.000000 0.000000 0
28.000000 0.000000 0
24.000000 0.000000 0
20.000000 0.000000 0
16.000000 0.000000 0
12.000000 0.000000 0
8.000000 0.000000 0
4.000000 0.000000 0
0.000000 0.000000 0
52
0 1 0
1 2 0
2 3 0
3 4 0
4 5 0
5 6 0
6 7 0
7 8 0
8 9 0
9 10 0
10 11 0
11 12 0
12 13 0
13 14 0
14 15 0
15 16 0
16 17 0
17 18 0
18 19 0
19 20 0
20 21 0
21 22 0
22 23 0
23 24 0
24 25 0
25 26 1
26 27 0
27 28 0
28 29 0
29 30 0
30 31 0
31 32 0
32 33 0
33 34 0
34 35 0
35 36 0
36 37 0
37 38 0
38 39 0
39 40 0
40 41 0
41 42 0
42 43 0
43 44 0
44 45 0
45 46 0
46 47 0
47 48 0
48 49 0
49 50 0
50 51 0
51 0 1
0
13.856406
