316980.013988 3240129.508876  0
318313.347321 3240129.508876  0
319646.680655 3240129.508876  0
320980.013988 3240129.508876  0
316980.013988 3241462.842209  0
318313.347321 3241462.842209  0
319646.680655 3241462.842209  0
320980.013988 3241462.842209  0
316980.013988 3242796.175543  0
318313.347321 3242796.175543  0
319646.680655 3242796.175543  0
320980.013988 3242796.175543  0
316980.013988 3244129.508876  0
318313.347321 3244129.508876  0
319646.680655 3244129.508876  0
320980.013988 3244129.508876  0
